43,21,20
43,11939,8
43,69,7
43,154,5
43,247,4
43,955,4
43,819,4
43,740,4
43,397,3
43,673,2
43,3042,2
43,3775,2
43,10254,2
43,2478,1
43,3024,1
43,108,1
43,3516,1
43,5603,1
43,828,1
43,7011,1
43,2624,1
43,2190,1
43,359806,1
48,25,16
52,27,127
52,12951,33
53,27,269
53,12951,105
53,303,66
53,16061,13
53,8596,4
53,2459,4
53,281,2
54,27,38
56,27,1
61,1,4
63,2911,12
63,45,12
63,117,9
63,2394,2
63,9954,1
63,870,1
65,2749,217
65,1090,173
65,134,156
65,113,92
65,4,87
65,6,34
65,77,33
65,779,21
65,3300,20
65,479,18
65,232,13
65,12284,12
65,8980,8
65,686,8
65,182,6
65,236,6
65,17,5
65,7851,4
65,108,4
65,1054448,4
65,233,4
65,18,4
65,122,3
65,273347,3
65,349,3
65,117,2
65,2833,2
65,38,2
65,335,1
65,5445,1
68,22,549
68,348,31
68,35,25
68,1090,17
68,2567,7
68,43489,4
68,4912,4
68,760,3
68,137,3
68,134304,3
68,182,3
68,4642414,3
68,3528,3
68,127453,2
68,82603,2
68,74834,2
68,117,2
68,18191,2
68,14182,2
68,4182,2
68,104158,2
68,51481,2
68,221332,2
68,149267,2
68,4292,2
68,14406,2
68,7074,2
68,17408137,2
68,59744,2
68,3124,1
71,37,119
71,46677,1
71,422,1
73,37,1
74,2300,13
74,37,8
74,6355,1
75,2,12
92,2,7
93,22803,5
93,2,5
93,1779,1
93,21,1
95,36,1
98,30442,813
98,404,290
98,120195,94
98,90,87
98,46,70
98,47089,57
98,25136,29
98,263378,25
98,978,22
98,46235,19
98,6119,10
98,411426,7
98,6241,6
98,177,5
98,437,5
98,200500,5
98,36295,4
98,568,4
98,32470,4
98,36079,4
98,63635,4
98,277819,4
98,56934,3
98,2268,3
98,6537,3
98,30452,3
98,16362,3
98,36059,3
98,52,3
98,62331,3
102,47,40
105,21,9
105,674,3
118,47,1
119,47,3
120,47,1
127,2,18
127,675,2
129,47,3
130,76379,155
130,159,24
130,70,21
130,1433666,5
130,2406,4
130,200,4
130,8739,3
130,218164,3
130,3500,3
130,34578,2
130,2047,2
130,18397,2
130,13995,2
130,13026,2
130,1304821,2
130,62389,2
130,10812,1
130,869453,1
130,3174763,1
130,135708,1
130,1216592,1
130,319239,1
130,32073,1
130,115477,1
130,9559624,1
130,440232,1
130,298309,1
130,6269,1
130,949398,1
130,1036610,1
137,2,14
139,74,3
142,75,101
142,14567,5
142,1116771,4
142,493192,2
142,299,2
142,488309,2
142,5001,1
142,4732,1
142,6078,1
142,17347,1
142,17538,1
142,122477,1
142,206333,1
144,197567,77
144,651800,49
144,1,41
144,16556,8
144,4312,6
144,3632442,5
144,1067359,4
144,394835,4
144,7270,4
144,1084619,3
144,153008,3
144,13203,3
144,8590,3
144,21,3
144,26463,2
144,2377,2
144,1180335,2
144,2874,2
144,83078,2
144,13333,2
144,77664,2
144,121322,2
144,17684,2
144,4810,1
144,7538797,1
144,764975,1
144,722,1
144,110196,1
144,17325,1
144,329,1
165,90,117
165,182457,1
165,24933,1
165,404,1
165,70,1
165,17139826,1
177,2939,12
177,538,10
177,106,7
179,2035,96
179,108,43
179,115,30
179,19264,8
179,56937,8
179,3122,2
179,5281,2
179,273,2
179,11901,1
179,3736,1
179,12844,1
179,152152,1
179,8009,1
179,142572,1
179,32771,1
179,254960,1
179,136013,1
179,1974,1
179,2687,1
179,39741,1
179,2560,1
179,65959,1
185,110,15
185,3122,1
185,20321,1
186,4,82
186,6,13
186,18,9
186,21,1
190,90,13
191,36,3
191,1,2
192,36,4
192,1,2
193,90,16
195,113,2
199,117,266
199,529,22
199,20569,6
199,230005,5
199,12584,5
199,74834,4
199,11287,4
199,52933,4
199,30011,3
199,69,3
199,32460,3
199,1731,3
199,36922,2
199,5352,2
199,7499432,2
199,92764,1
199,13277,1
199,29618,1
199,47542,1
199,35101,1
199,20244,1
199,113625,1
199,11443,1
199,1194,1
199,76871,1
199,1642,1
199,7074,1
199,1206,1
203,18,44
203,8457,12
203,20423,1
205,18,2
206,18,1
207,18,1
208,18,1
211,74,3
213,188,15
213,49,3
217,121,138
217,25282,2
218,1090,62
218,113,39
218,77,28
218,4,28
218,2749,22
218,6,14
218,1735,10
218,9849,10
218,134,10
218,18,8
218,14301,6
218,117,5
218,17,3
218,726,3
218,940,3
218,922,3
218,233,3
218,75,2
218,108,2
218,479,2
218,21502,2
218,159,2
218,992,2
218,568,2
218,236,2
218,53,2
218,288,2
218,920,2
218,3467,1
218,4383,1
220,121,86
230,105,8
230,2,2
232,38,9
232,19319,3
232,25775,1
237,124,275
237,45870,12
237,36852,6
245,121,24
248,134,27
249,11840,294
249,122,133
249,440,67
249,8885753,29
249,9715,16
249,171162,4
249,1401,3
249,211,2
249,475,1
249,437291,1
249,1999,1
249,819,1
249,14773,1
249,13251,1
249,1232,1
249,66463,1
249,14151,1
251,134,64
251,322,1
256,139,158
256,3471,51
256,636,10
256,2856,7
256,137,4
256,3507,2
256,2876,1
257,139,8
267,108,14
273,3761,116
273,48054,11
273,2226,8
273,38,8
273,263,6
273,2182,4
273,6,4
273,770137,4
273,456695,3
273,12123,3
273,13855,3
273,564806,2
273,8725,2
273,14098,2
273,244,2
273,22277,1
273,1292,1
273,28270,1
273,25666,1
273,49,1
273,648,1
273,2205,1
273,12230,1
273,829,1
273,3294,1
273,62600,1
273,2523305,1
273,34146,1
279,139,25
279,850307,2
293,18,7
305,1,225
305,20,11
305,2,3
305,1434,2
305,348,1
307,159,34
307,77,33
307,50,17
307,49,10
307,107,5
307,246,5
307,53,5
307,168,1
312,226692,99
312,124,2
312,5618114,1
314,141,113
314,2071,19
314,121,1
319,25,2
320,25,4
322,130,105
322,680266,27
322,221732,19
322,46283,13
322,151,13
322,11493,6
322,159,6
322,254953,4
322,27145,4
322,28055,4
322,544541,4
322,27499,3
322,129149,2
322,180819,2
322,33211,2
322,291123,2
322,755825,2
322,83660,2
322,7758,2
322,5039,2
322,217287,1
322,245206,1
322,553,1
322,240828,1
322,144658,1
322,4867,1
322,13203,1
322,1933,1
322,946442,1
322,393096,1
324,159,17
329,145,160
329,608,9
329,3169,1
332,2741,3612
332,3124,3606
332,199,3491
332,47848,3083
332,9582,2573
332,3387,1916
332,26328,1391
332,52642,1216
332,5402,1156
332,137,1107
332,146214,1012
332,1979,945
332,91,849
332,160941,582
332,197,556
332,5004,517
332,3359,472
332,21,461
332,1529387,447
332,4,431
332,3948,398
332,2687,396
332,6321,395
332,11493,393
332,1627,354
332,277819,332
332,55829,301
332,3366,238
332,2514,234
332,13426,233
334,164,1
334,2095133,1
339,47,26
339,13277,7
339,3779,4
339,28731,1
360,90,25
360,335,11
362,173,47
362,125,40
362,692,1
362,7789,1
363,125,108
363,8756,106
363,173,98
363,34264,61
363,692,39
363,1540531,19
363,482089,16
363,89319,13
363,5657035,10
363,516274,10
363,9198,10
363,7837,8
363,11367,8
363,686243,8
363,367474,6
363,380809,5
363,52503,4
363,5271,3
363,13277,3
363,1762666,3
363,649059,3
363,180154,3
363,67505,3
363,975,2
363,1938508,2
363,20129498,2
363,41963,2
363,1258311,2
363,29824,2
363,25094,2
364,125,57
364,34264,50
364,692,47
364,173,37
364,125797,4
364,19100,1
364,8343,1
365,173,10
365,125,2
367,173,18
367,125,17
368,11367,19
368,173,9
369,125,5
369,173,1
370,125,25
371,125,5
371,40253,1
372,173,5
372,125,2
374,173,93
374,125,48
374,692,42
374,3223,16
374,421653,8
374,165642,5
374,7812,5
374,43530873,4
374,28356,3
374,308430,3
374,565,2
374,34018,1
374,1090,1
374,6797,1
374,34264,1
374,268536,1
374,367474,1
376,173,91
376,692,45
376,125,21
376,10308,13
376,22531,8
376,470,7
376,137,7
376,106,5
376,19303,5
376,367474,4
376,17698,3
376,52,3
376,34264,3
376,1808898,2
376,63189,2
376,1630686,2
376,148144,2
376,112147,2
376,11493,1
376,7095,1
376,38642,1
376,7812,1
376,273,1
376,15000,1
376,26643,1
376,6326,1
376,8633,1
376,4614,1
376,11402,1
376,81805,1
377,22,61
377,2992,2
379,175,10
386,177,267
386,505,19
386,5755,5
386,2248,4
386,15358,4
386,5230,1
388,2,7
408,182,194
408,200,1
410,77,6
410,292,5
410,3981,2
413,175,5
413,61800,1
422,175,147
422,5128,19
422,365,15
425,2,40
425,1354,23
425,353,2
425,175984,1
425,2567,1
425,445616,1
425,346890,1
425,19564,1
425,260,1
425,269,1
425,530,1
425,14924,1
425,130,1
425,146321,1
425,202,1
425,740,1
425,108102,1
425,36328,1
426,188,3593
426,5042,458
426,3138447,200
426,411426,167
426,11493,151
426,1839,134
426,54017,102
426,887,28
426,15688,17
426,9830,10
426,1005280,9
426,10406,7
426,2567,6
426,1635820,6
426,111,6
426,79799,6
426,137,6
426,78,4
426,122,4
426,324228,4
426,380809,4
426,269,3
426,191128,3
426,1107449,3
426,141,3
426,7600,3
426,154187,2
426,776,2
426,2161,2
426,47542,2
427,107,22
427,18,3
429,27,2
429,2,1
430,69,66
430,388,1
430,2939,1
430,10281,1
443,1,4
483,242,1
491,230,206
491,789,11
492,263,20
492,1671,1
494,1,214
494,2,3
494,1434,2
494,20,2
494,263,2
506,108,170
506,27999,4
507,10308,1752
507,235,185
507,865,100
507,28044,61
507,34264,53
507,4887,16
507,1475190,12
507,21290,11
507,73511,11
507,483012,8
507,106219,8
507,569169,7
507,43315,7
507,789929,7
507,816489,6
507,272856,5
507,424833,5
507,667667,5
507,314,5
507,179065,4
507,82880,4
507,13742,4
507,1037292,4
507,791388,4
507,221476,4
507,311914,4
507,3106,4
507,22452,4
507,2431,4
507,2347787,4
509,235,2
511,235,3
513,235,10
513,13026,10
513,60324,1
514,235,1
520,185,47
520,117,29
520,115,11
520,12763,1
520,7992040,1
521,108,58
531,260,44
531,1166,19
533,221,34
533,47330,1
533,230582,1
537,7,3
538,228,38
539,277,29
541,278,63
541,509264,1
543,281,35
547,90,6
547,100,4
550,4,112
550,6,48
550,77,18
550,18,17
550,387,9
550,686,7
550,349,6
550,233,4
550,232,3
550,107,3
550,236,3
550,159,2
550,682,2
550,295,2
550,203569,1
550,26,1
550,479,1
550,992,1
550,420,1
550,21,1
559,287,7
571,6,6
571,236,2
590,3,1
592,3,1
597,7657,29
597,4,22
597,47939,20
597,2536,17
597,52,11
597,372,3
597,3669,2
597,947,2
597,18924,1
597,50486,1
600,27,30
603,300,63
608,47,3
619,134,154
619,2749,115
619,1090,95
619,4,58
619,113,42
619,6,33
619,77,23
619,779,21
619,3300,20
619,479,17
619,232,13
619,686,8
619,182,6
619,236,6
619,17,5
619,108,4
619,233,4
619,18,4
619,122,3
619,273347,3
619,349,3
619,117,2
619,2833,2
619,38,2
619,335,1
619,213,1
619,7851,1
619,129,1
619,10807,1
619,1735,1
620,1090,269
620,4,249
620,6,72
620,2749,53
620,77,29
620,18,20
620,134,17
620,232,9
620,387,9
620,686,8
620,349,7
620,236,6
620,2669,5
620,479,5
620,3981,4
620,233,4
620,4113,4
620,107,3
620,9310,3
620,75,2
620,326,2
620,3300,2
620,159,2
620,682,2
620,188,2
620,9439,2
620,41948,2
620,434,2
620,295,2
620,757,2
622,310,44
622,2541,11
623,4,42
623,6,30
623,77,21
623,779,13
623,232,11
623,2749,10
623,686,8
623,236,6
623,90,5
623,108,4
623,233,4
623,349,3
623,18,3
623,479,2
623,3300,2
623,295,2
623,129,1
623,1735,1
623,966,1
623,649,1
623,536,1
623,188,1
623,1304,1
623,726,1
623,1935,1
623,5200,1
623,387,1
624,139,34
624,636,4
629,90,28
641,208,4
648,35086,161
648,138,77
648,135,23
648,9402,18
648,48776,10
648,6286749,6
648,7465,4
648,61703,3
648,598,3
648,255927,3
648,107986,2
648,3416,1
648,6441625,1
649,1,32
649,36,20
653,108,20
660,266,6
662,251,246
662,11493,19
662,68619,10
662,423797,5
662,2381,5
662,1000,3
662,4021050,3
662,309593,1
662,94882,1
662,1303269,1
662,1107956,1
662,646361,1
662,1993929,1
662,511893,1
662,115612,1
662,294874,1
662,2260352,1
662,4554576,1
662,271109,1
662,243030,1
662,428177,1
664,108,79
664,27999,10
664,9912,4
664,4408,3
664,1075,1
664,211,1
682,347,30
682,1935,7
682,21,6
682,2,4
682,26751,2
682,16317,2
682,3117,2
682,353,2
682,67680,1
682,8216,1
682,2741,1
682,470,1
682,2445,1
682,251288,1
682,8273,1
682,5429,1
682,9805,1
682,1051,1
690,263,2
703,1,20
703,75,10
713,366,25
713,441,2
726,51,7
726,50,1
732,257,115
732,740,4
732,206,1
733,257,111
733,740,4
733,206,1
735,247,19
751,402,61
751,1176,17
751,10176,2
765,92,333
765,106146,37
765,2537,14
765,1041407,6
765,852746,5
765,6261109,5
765,194,4
765,4250931,4
765,129043,4
765,1250153,3
765,133636,3
765,3027489,3
765,135457,2
765,94413,2
765,159514,2
765,178448,2
765,97626,2
765,1077,2
765,2729338,2
765,11690,2
765,66969,2
765,67437,2
765,108694,2
765,542335,2
765,238863,2
765,23457355,2
765,4650153,2
765,6429985,2
765,1043396,2
765,19543,1
775,4,85
775,6,45
775,18,10
775,349,6
775,77,4
775,233,4
775,232,3
775,107,3
775,159,2
775,682,2
775,295,2
775,203569,1
775,26,1
775,420,1
775,236,1
775,21,1
780,152,29
780,70,18
780,90,10
780,27,9
786,439,1
788,141,28
788,121,1
800,399,1
807,456,177
807,26751,1
818,698,330
818,452,214
818,4374,61
818,920,51
818,200,25
818,2567,22
818,1090,12
818,4375,5
818,1172,4
818,8957,2
818,616,1
818,835,1
828,141,113
828,2071,19
828,121,1
830,435,37
838,483,17
839,3300,32
839,483,3
852,497,7
856,499,81
856,5487,12
856,73729,10
856,1733,1
856,765168,1
856,483,1
866,22,3
867,524,1
876,4,186
876,1090,179
876,6,72
876,2749,48
876,77,28
876,18,17
876,134,10
876,232,9
876,387,9
876,686,8
876,349,7
876,2669,5
876,236,5
876,3981,4
876,479,4
876,233,4
876,4113,4
876,107,3
876,9310,3
876,326,2
876,3300,2
876,159,2
876,682,2
876,188,2
876,9439,2
876,434,2
876,295,2
876,757,2
876,4304,1
876,203569,1
882,466,12
885,546,43
890,122,53
890,475,1
895,966,5
895,479,4
902,27,2
905,27,9
905,90,6
912,10128,175
912,173,80
912,125,64
912,457431,14
912,293858,12
912,8144559,8
912,11637,8
912,7767,7
912,17391,7
912,2451,6
912,347921,6
912,200784,6
912,836758,5
912,131752,5
912,261,4
912,1387,4
912,1627293,4
912,367474,4
912,22061,4
912,43774,3
912,34996,3
912,189705,3
912,2716041,3
912,1403749,2
912,1783769,2
912,59068,2
912,70484,2
912,1199,2
912,37776,2
912,15760,2
913,384,29
913,7335,1
915,564,8
934,518,46
939,347,1
948,3634,40
948,263,1
949,159,14
950,52,56
954,47,47
954,45,31
954,269,19
956,483,6
966,135,363
966,138,358
966,35086,202
966,261615,102
966,53105,75
966,185856,60
966,8686568,53
966,208796,35
966,16599,26
966,11433,26
966,698,23
966,1699131,23
966,991265,19
966,9402,18
966,2618447,17
966,505,13
966,275871,12
966,7868,12
966,48776,10
966,10309,9
966,10747839,9
966,1175398,9
966,18539,9
966,5283634,9
966,6219010,8
966,251686,8
966,117441,8
966,6286749,6
966,255927,6
966,198797,5
989,422,7
998,108,330
998,115,131
998,136,39
998,180,27
998,655,8
998,261,4
998,131,2
998,117,2
1008,614,4
1015,1,4
1017,665,24
1028,404,31
1028,31350,1
1028,3331389,1
1031,323,17
1032,669,4763
1032,125333,66
1032,836325,29
1032,20607,28
1032,1248040,26
1032,3005,24
1032,1447203,19
1032,27856297,18
1032,6525150,17
1032,1817145,16
1032,423,14
1032,910000,10
1032,7445602,9
1032,2894750,8
1032,5256942,6
1032,534050,6
1032,148323,5
1032,4118513,5
1032,16207,4
1032,1156987,4
1032,412883,3
1032,1284503,3
1032,11621050,2
1032,138809,2
1032,5201413,2
1032,591781,2
1032,24854654,2
1032,82704,2
1032,6993863,2
1032,6195,2
1040,684,3
1043,266,9
1052,703,27
1054,706,1013
1054,8514,49
1054,89947,44
1054,2213,18
1054,3317,14
1054,11530,11
1054,12724,9
1054,4338,6
1054,405832,6
1054,26544,5
1054,7057,2
1054,16358865,2
1054,270,1
1054,133603,1
1054,120120,1
1054,885198,1
1054,24633,1
1054,2187,1
1054,21470,1
1054,4079037,1
1057,702,21
1061,200,47
1061,715,7
1062,714,67
1101,708,39
1102,347,1
1104,708,2
1111,747,21
1126,1938,1
1126,771,1
1129,4,86
1129,6,45
1129,18,11
1129,349,6
1129,77,5
1129,233,4
1129,387,4
1129,232,3
1129,107,3
1129,159,2
1129,682,2
1129,295,2
1129,203569,1
1129,26,1
1129,992,1
1129,420,1
1129,236,1
1129,21,1
1130,6,19
1130,77,16
1130,4,6
1130,236,5
1130,233,4
1130,18,3
1130,129,1
1130,188,1
1130,1304,1
1130,726,1
1131,77,17
1131,18,8
1131,6,5
1131,75,2
1131,159,2
1131,568,2
1131,922,2
1131,233,2
1131,53,2
1212,867,86
1213,21,14
1217,2,2
1227,887,462
1227,6955526,3
1227,2381,3
1227,4566,3
1227,434619,2
1227,3637,2
1227,1839,2
1227,805,2
1227,163762,2
1227,269,2
1227,2205,2
1227,113,2
1227,131643,1
1227,32073,1
1227,57285,1
1227,1084619,1
1227,1421,1
1227,21388,1
1227,3461,1
1227,2741,1
1227,4494,1
1227,4867,1
1227,121605,1
1227,4974759,1
1227,166528,1
1227,41139,1
1227,5473,1
1227,955154,1
1227,241324,1
1227,21310,1
1241,696,1
1249,207,24
1252,686,3109
1252,188,65
1252,2785847,43
1252,27350,40
1252,1067359,25
1252,15081176,19
1252,244426,13
1252,11493,12
1252,39825,10
1252,112516,9
1252,12671,9
1252,4755047,7
1252,8934693,7
1252,4,7
1252,153279,6
1252,466764,6
1252,129,6
1252,103167,6
1252,210221,5
1252,154287,5
1252,7280,5
1252,27863,5
1252,10308,4
1252,225553,4
1252,310475,4
1252,102916,4
1252,1404325,4
1252,7405,3
1252,2195,3
1252,842058,3
1253,900,25
1253,4328,12
1253,26,11
1253,1933,9
1253,4318,8
1253,159434,2
1253,1306,1
1253,47542,1
1253,7833,1
1259,108,32
1259,5387,7
1259,5314,5
1259,2687,5
1259,6305,4
1259,671662,1
1259,2560,1
1259,8155,1
1299,840,2
1318,397,254
1318,6473,221
1318,1299,26
1318,44775,24
1318,351038,21
1318,6318,7
1318,14283196,7
1318,38746,6
1318,222499,5
1318,114114,5
1318,3905,5
1318,37910,5
1318,162976,4
1318,194,4
1318,16672,4
1318,8155,3
1318,27389,3
1318,100239,3
1318,694253,3
1318,18249,3
1318,3627,3
1318,142010,3
1318,196046,3
1318,66734,2
1318,99700,2
1318,536,2
1318,728042,2
1318,79646,2
1318,3033,2
1318,9863,2
1344,3800,9
1344,974,7
1344,3528,4
1344,696,1
1344,173797,1
1353,21,23
1353,323,5
1353,433,2
1353,269,1
1355,408,45
1381,546,4
1385,590,25
1388,319,142
1398,268,2
1401,706,23
1402,268,4
1408,363,22
1414,899,1
1425,213,52
1425,597,4
1425,16559,2
1425,3092978,1
1425,30173,1
1425,348,1
1429,17,1
1436,433,10
1440,755,1
1441,613,9
1441,43397,2
1441,3614,2
1441,14283196,2
1441,2990,1
1441,6257,1
1441,66180,1
1441,535,1
1441,2400,1
1444,1062,48
1453,1088,290
1462,491,156
1462,113625,97
1462,8524,60
1462,37665292,31
1462,1152728,27
1462,21505,21
1462,6831,18
1462,51844,17
1462,114811,14
1462,1784928,13
1462,32300532,13
1462,212018,12
1462,51594,10
1462,216,9
1462,14323,8
1462,2071,8
1462,12153,6
1462,3690,6
1462,327187,5
1462,1882579,5
1462,14826,5
1462,3156114,5
1462,81559,4
1462,7057665,4
1462,1779,4
1462,12929,4
1462,95088,4
1462,15371677,4
1462,677,3
1462,13203,3
1490,247,12
1494,188,1012
1494,887,22
1494,1839,15
1494,2567,6
1494,78,4
1494,122,4
1494,269,3
1494,776,2
1494,1735,2
1494,17121,2
1494,2480,2
1494,7074,2
1494,8860,1
1494,115,1
1494,726,1
1494,4,1
1511,1240,1
1537,1325,2329
1537,148100,285
1540,1042,22
1553,1334,1
1559,5920,7
1559,1270,2
1559,161066,2
1559,3690,1
1559,331,1
1572,247,431
1576,108,7
1592,36,14
1592,1,1
1598,1396,120
1602,36,3
1603,1428,39
1611,1347,20
1613,1435,79
1613,1106,23
1613,28165,5
1613,1600,1
1615,1446,1
1630,574,14
1632,1435,2
1637,1479,29
1653,108,117
1653,2,95
1653,714,86
1653,70,17
1653,263,16
1653,2063,10
1653,12620,8
1653,25882,7
1653,8207,5
1653,3,5
1653,7794,4
1653,262,3
1653,572,3
1653,6,3
1653,188,3
1653,1,3
1653,706,3
1653,6088,2
1653,3566,1
1653,21961,1
1653,204333,1
1653,308182,1
1653,1779,1
1653,273,1
1653,18891,1
1653,1610,1
1653,11256,1
1653,260,1
1653,50923,1
1653,4182,1
1655,1525,8
1676,1483,25
1686,1588,70
1686,23518,9
1686,704703,7
1686,3274,7
1699,5636,8
1699,496,1
1702,4,105
1702,6,45
1702,18,17
1702,387,9
1702,686,7
1702,349,6
1702,77,5
1702,233,4
1702,232,3
1702,107,3
1702,159,2
1702,682,2
1702,295,2
1702,203569,1
1702,26,1
1702,992,1
1702,420,1
1702,236,1
1702,21,1
1710,132,3
1712,124,2
1716,1099,8
1721,628,45
1721,287640,9
1734,3209,683
1734,1912864,75
1734,9715,37
1734,9119,25
1734,2786888,16
1734,134368,11
1734,5343964,10
1734,27655,9
1734,146852,8
1734,188574,8
1734,2898,8
1734,589,7
1734,525212,5
1734,222,5
1734,383808,5
1734,1251273,5
1734,5356517,5
1734,1045155,5
1734,2451,4
1734,6916,4
1734,4482399,3
1734,1017059,3
1734,5916,3
1734,525181,3
1734,164703,3
1734,193936,3
1734,10416,3
1734,157270,3
1734,569104,3
1734,1167201,3
1745,1658,14
1753,1,4
1753,183,1
1754,404,11
1754,243,2
1756,1665,247
1756,9366079,66
1756,139229,13
1756,1928351,7
1756,1662540,6
1756,3199708,5
1756,16525614,5
1756,21982723,5
1756,1826702,4
1756,641106,4
1756,769861,4
1756,244096,4
1756,27228204,4
1756,4584,4
1756,16115529,4
1756,795070,4
1756,1321588,4
1756,1863463,4
1756,1659753,3
1756,6448038,3
1756,8086252,3
1756,384498,3
1756,1155680,3
1756,1326356,3
1756,1160498,3
1756,83553,3
1756,480920,3
1756,1090420,3
1756,1391707,3
1756,117241,2
1758,397,4
1765,46,32
1765,404,24
1765,6119,10
1765,978,4
1765,568,4
1765,177,3
1765,90,2
1765,2071,1
1765,331,1
1767,1671,348
1767,263,11
1767,105587,1
1767,523372,1
1767,105518,1
1767,44153,1
1772,397,5
1784,4519,785
1784,6259,89
1784,4365,69
1784,27712,16
1784,9075,5
1784,489420,2
1784,2556,1
1792,1690,461
1792,3733059,2
1792,1102246,1
1793,700,61
1793,2902,5
1798,48436,481
1798,38015,11
1798,20184,11
1798,294768,5
1798,14062273,2
1798,219186,1
1817,1090,62
1817,113,36
1817,77,28
1817,4,28
1817,2749,22
1817,6,14
1817,1735,10
1817,134,10
1817,18,8
1817,117,5
1817,9849,4
1817,17,3
1817,726,3
1817,922,3
1817,233,3
1817,75,2
1817,108,2
1817,21502,2
1817,159,2
1817,568,2
1817,236,2
1817,53,2
1817,288,2
1817,920,2
1817,3467,1
1817,4383,1
1817,776,1
1817,7851,1
1817,905,1
1817,7540,1
1821,755,75
1821,77,10
1822,1714,95
1822,718,5
1827,1712,7
1829,1714,3
1845,1706,54
1848,168,1
1856,404,51
1858,1743,51
1863,634,33
1864,1547,80
1868,1778,82
1874,1703,107
1874,1789,95
1874,22006,23
1874,8061,20
1874,199,11
1874,3366,11
1874,11849,5
1874,11416,3
1874,1175676,3
1874,8524,2
1874,20393,2
1874,14406,2
1874,990732,2
1874,175508,1
1874,3664,1
1874,718,1
1874,104889,1
1874,205760,1
1874,304184,1
1874,34627,1
1874,221008,1
1874,165599,1
1876,4519,1078
1876,4365,143
1876,6259,113
1876,9075,24
1876,27712,16
1876,401111,5
1876,302330,4
1876,30921139,3
1876,489420,2
1876,4304,1
1876,832,1
1876,2556,1
1876,10232,1
1876,42590,1
1876,8439,1
1876,2875,1
1880,1795,132
1883,125,2
1885,1801,1
1900,1122,1
1901,1815,8
1904,1779,514
1904,81302,92
1904,29086,89
1904,2297,30
1904,438294,19
1904,655859,10
1904,3624418,9
1904,3784,7
1904,29849,5
1904,10950,4
1904,30918,3
1904,7151870,3
1904,2639349,2
1904,3112233,2
1904,40247418,2
1904,298143,2
1904,740670,2
1904,850698,2
1904,3965646,2
1904,169252,1
1904,3432131,1
1904,481333,1
1904,11564146,1
1904,932819,1
1904,139388,1
1904,1771750,1
1904,64285,1
1904,438661,1
1904,108488,1
1904,118288,1
1916,708,83
1922,510,44
1922,3664,2
1922,269,1
1928,1779,100
1928,155970,1
1932,1075,1136
1932,1837,43
1932,3690,29
1932,3664,28
1932,222,16
1932,2687,9
1932,2451,6
1932,7591,5
1932,378,4
1932,3962,3
1932,3192,3
1932,174,3
1932,597,3
1932,1778,2
1932,19,2
1932,3754,2
1932,3899,2
1932,37126,2
1932,174160,2
1932,510,2
1932,5284,2
1932,3270,2
1932,2870,2
1932,4338,2
1932,183,2
1932,3806,1
1932,12774,1
1932,2739,1
1932,1000,1
1932,1691,1
1933,1839,7
1933,1779,1
1940,2,33
1940,263,20
1940,260,1
1940,740,1
1942,175,1
1944,263,1
1945,674,174
1945,9622,2
1945,273194,2
1945,228456,1
1945,604030,1
1945,61151,1
1948,674,41
1949,674,2
1950,674,9
1954,36963,131
1954,21,83
1954,1176757,40
1954,677,7
1954,247,5
1954,23060,4
1954,4277,4
1954,255,3
1954,212,2
1954,28908,2
1954,7311,2
1954,1434,1
